[-1.51115, 15.377674]
[9.992764, 8.809631]
[9.462372, 8.539434]
[10.14775, 6.77003]
[9.080997, 7.969118]
[11.72907, 7.339232]
[11.564555, 10.440378]
[9.260499, 9.011615]
[10.077693, 9.593295]
[12.46725, 9.295362]
[9.764874, 7.670508]
[10.78052, 5.993027]
[10.655118, 6.086658]
[9.611487, 9.525109]
[9.013334, 8.414207]
[9.771977, 9.20426]
[11.427095, 7.24382]
[11.222947, 7.089969]
[9.090487, 8.726058]
[10.206855, 8.174587]
[11.748734, 6.843522]
[10.202757, 8.617007]
[9.426208, 8.326115]
[10.613982, 9.532969]
[11.666504, 5.787349]
[11.205109, 9.015783]
[10.383969, 6.436672]
[9.544338, 7.502724]
[9.631967, 7.147791]
[10.119316, 7.827584]
[11.6064, 10.032693]
[10.650558, 6.094104]
[9.041333, 8.104689]
[11.75136, 8.28869]
[9.392905, 9.363665]
[9.090582, 9.049733]
[11.829362, 9.59984]
[9.966348, 6.573965]
[10.383887, 6.139417]
[9.420275, 8.473474]




